@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
50,'2020/03/24 23:38:19:544',1,0.530626,-0.383951,0.169449,0.054736,0.48774,0.288674,0.214055,0,0,0,0,0,0,1,0,0,0,0,0
51,'2020/03/24 23:38:19:554',1,0.601232,-0.374865,0.15533,0.000554,0.456068,0.327724,0.285053,0,0,0,0,0,0,1,0,0,0,0,0
52,'2020/03/24 23:38:19:566',1,0.631037,-0.371453,0.105285,0.005133,0.433924,0.28362,0.189442,0,0,0,0,0,0,1,0,0,0,0,0
53,'2020/03/24 23:38:19:578',1,0.575046,-0.399489,0.145277,0.029846,0.463445,0.282873,0.219899,0,0,0,0,0,0,1,0,0,0,0,0
54,'2020/03/24 23:38:19:590',1,0.589001,-0.356839,0.192586,0.001891,0.455914,0.329423,0.23469,0,0,0,0,0,0,1,0,0,0,0,0
55,'2020/03/24 23:38:19:601',1,0.521672,-0.414869,0.118472,0.025059,0.491899,0.289498,0.183926,0,0,0,0,0,0,1,0,0,0,0,0
56,'2020/03/24 23:38:19:624',1,0.567013,-0.393935,0.139164,-0.003048,0.454289,0.273015,0.215235,0,0,0,0,0,0,1,0,0,0,0,0
57,'2020/03/24 23:38:19:626',1,0.567013,-0.393935,0.139164,-0.003048,0.454289,0.273015,0.215235,0,0,0,0,0,0,1,0,0,0,0,0
58,'2020/03/24 23:38:19:626',1,0.567013,-0.393935,0.139164,-0.003048,0.454289,0.273015,0.215235,0,0,0,0,0,0,1,0,0,0,0,0
59,'2020/03/24 23:38:19:636',1,0.553283,-0.408643,0.155497,0.021657,0.455309,0.261886,0.207056,0,0,0,0,0,0,1,0,0,0,0,0
60,'2020/03/24 23:38:19:659',1,0.600612,-0.370647,0.171855,0.01059,0.466982,0.331473,0.258334,0,0,0,0,0,0,1,0,0,0,0,0
61,'2020/03/24 23:38:19:659',1,0.600612,-0.370647,0.171855,0.01059,0.466982,0.331473,0.258334,0,0,0,0,0,0,1,0,0,0,0,0
62,'2020/03/24 23:38:19:670',1,0.624671,-0.382821,0.101029,-0.002372,0.438367,0.295736,0.219933,0,0,0,0,0,0,1,0,0,0,0,0
63,'2020/03/24 23:38:19:682',1,0.567875,-0.402031,0.125741,0.02406,0.438069,0.257683,0.199982,0,0,0,0,0,0,1,0,0,0,0,0
64,'2020/03/24 23:38:19:683',1,0.567875,-0.402031,0.125741,0.02406,0.438069,0.257683,0.199982,0,0,0,0,0,0,1,0,0,0,0,0
65,'2020/03/24 23:38:19:698',1,0.585365,-0.363421,0.18859,0.01161,0.468941,0.32091,0.222405,0,0,0,0,0,0,1,0,0,0,0,0
66,'2020/03/24 23:38:19:707',1,0.53627,-0.408917,0.145207,0.020613,0.499167,0.320055,0.217101,0,0,0,0,0,0,1,0,0,0,0,0
67,'2020/03/24 23:38:19:718',1,0.544579,-0.391423,0.066673,0.004854,0.413521,0.235358,0.161379,0,0,0,0,0,0,1,0,0,0,0,0
68,'2020/03/24 23:38:19:730',1,0.565414,-0.393086,0.135473,-0.003486,0.454233,0.285826,0.217543,0,0,0,0,0,0,1,0,0,0,0,0
69,'2020/03/24 23:38:19:752',1,0.519734,-0.378735,0.181976,0.04678,0.443873,0.254169,0.231564,0,0,0,0,0,0,1,0,0,0,0,0
70,'2020/03/24 23:38:19:752',1,0.519734,-0.378735,0.181976,0.04678,0.443873,0.254169,0.231564,0,0,0,0,0,0,1,0,0,0,0,0
71,'2020/03/24 23:38:19:752',1,0.519734,-0.378735,0.181976,0.04678,0.443873,0.254169,0.231564,0,0,0,0,0,0,1,0,0,0,0,0
72,'2020/03/24 23:38:19:766',1,0.577914,-0.384001,0.16923,0.034334,0.480745,0.314286,0.220413,0,0,0,0,0,0,1,0,0,0,0,0
73,'2020/03/24 23:38:19:777',1,0.611815,-0.390642,0.114185,-0.002403,0.443968,0.304717,0.257525,0,0,0,0,0,0,1,0,0,0,0,0
74,'2020/03/24 23:38:19:787',1,0.604333,-0.375672,0.122679,0.021232,0.432679,0.261345,0.182811,0,0,0,0,0,0,1,0,0,0,0,0
75,'2020/03/24 23:38:19:811',1,0.551494,-0.393829,0.162305,-0.001626,0.469956,0.325665,0.228373,0,0,0,0,0,0,1,0,0,0,0,0
76,'2020/03/24 23:38:19:812',1,0.551494,-0.393829,0.162305,-0.001626,0.469956,0.325665,0.228373,0,0,0,0,0,0,1,0,0,0,0,0
77,'2020/03/24 23:38:19:822',1,0.526127,-0.406038,0.083694,0.015743,0.452587,0.250391,0.161262,0,0,0,0,0,0,1,0,0,0,0,0
78,'2020/03/24 23:38:19:822',1,0.526127,-0.406038,0.083694,0.015743,0.452587,0.250391,0.161262,0,0,0,0,0,0,1,0,0,0,0,0
79,'2020/03/24 23:38:19:834',1,0.583503,-0.377651,0.132425,-0.003693,0.449266,0.293236,0.201478,0,0,0,0,0,0,1,0,0,0,0,0
80,'2020/03/24 23:38:19:846',1,0.559367,-0.398672,0.139662,-0.008413,0.456329,0.264096,0.211228,0,0,0,0,0,0,1,0,0,0,0,0
81,'2020/03/24 23:38:19:857',1,0.539155,-0.395532,0.169635,0.03548,0.438346,0.254326,0.219312,0,0,0,0,0,0,1,0,0,0,0,0
82,'2020/03/24 23:38:19:869',1,0.535635,-0.386062,0.167905,0.0528,0.488394,0.292859,0.213209,0,0,0,0,0,0,1,0,0,0,0,0
83,'2020/03/24 23:38:19:880',1,0.604713,-0.37558,0.15041,-0.00039,0.453769,0.323554,0.282887,0,0,0,0,0,0,1,0,0,0,0,0
84,'2020/03/24 23:38:19:899',1,0.630167,-0.370277,0.107843,0.007601,0.433436,0.280774,0.186782,0,0,0,0,0,0,1,0,0,0,0,0
85,'2020/03/24 23:38:19:899',1,0.630167,-0.370277,0.107843,0.007601,0.433436,0.280774,0.186782,0,0,0,0,0,0,1,0,0,0,0,0
86,'2020/03/24 23:38:19:914',1,0.588194,-0.357904,0.191092,0.001098,0.456853,0.330571,0.235537,0,0,0,0,0,0,1,0,0,0,0,0
87,'2020/03/24 23:38:19:915',1,0.588194,-0.357904,0.191092,0.001098,0.456853,0.330571,0.235537,0,0,0,0,0,0,1,0,0,0,0,0
88,'2020/03/24 23:38:19:939',1,0.600533,-0.349404,0.111684,0.003052,0.415066,0.257283,0.169112,0,0,0,0,0,0,1,0,0,0,0,0
89,'2020/03/24 23:38:19:939',1,0.600533,-0.349404,0.111684,0.003052,0.415066,0.257283,0.169112,0,0,0,0,0,0,1,0,0,0,0,0
90,'2020/03/24 23:38:19:950',1,0.567578,-0.392961,0.140658,-0.00288,0.455205,0.272108,0.215259,0,0,0,0,0,0,1,0,0,0,0,0
91,'2020/03/24 23:38:19:961',1,0.552781,-0.407606,0.15748,0.024513,0.453535,0.261084,0.207453,0,0,0,0,0,0,1,0,0,0,0,0
92,'2020/03/24 23:38:19:972',1,0.514537,-0.375415,0.177325,0.056023,0.471795,0.266314,0.222644,0,0,0,0,0,0,1,0,0,0,0,0
93,'2020/03/24 23:38:19:973',1,0.514537,-0.375415,0.177325,0.056023,0.471795,0.266314,0.222644,0,0,0,0,0,0,1,0,0,0,0,0
94,'2020/03/24 23:38:19:985',1,0.600462,-0.370381,0.170778,0.008074,0.464782,0.332602,0.265513,0,0,0,0,0,0,1,0,0,0,0,0
95,'2020/03/24 23:38:19:996',1,0.626868,-0.380068,0.100712,-0.00182,0.438414,0.29511,0.214443,0,0,0,0,0,0,1,0,0,0,0,0
96,'2020/03/24 23:38:20:020',1,0.587367,-0.361381,0.190356,0.009504,0.465142,0.321918,0.223721,0,0,0,0,0,0,1,0,0,0,0,0
97,'2020/03/24 23:38:20:021',1,0.587367,-0.361381,0.190356,0.009504,0.465142,0.321918,0.223721,0,0,0,0,0,0,1,0,0,0,0,0
98,'2020/03/24 23:38:20:034',1,0.535236,-0.409257,0.142986,0.024154,0.502152,0.318062,0.214035,0,0,0,0,0,0,1,0,0,0,0,0
99,'2020/03/24 23:38:20:035',1,0.535236,-0.409257,0.142986,0.024154,0.502152,0.318062,0.214035,0,0,0,0,0,0,1,0,0,0,0,0
100,'2020/03/24 23:38:20:044',1,0.54503,-0.391473,0.064003,0.000799,0.406699,0.234335,0.162756,0,0,0,0,0,0,1,0,0,0,0,0
101,'2020/03/24 23:38:20:054',1,0.563301,-0.395858,0.134241,-0.004523,0.453095,0.283524,0.218162,0,0,0,0,0,0,1,0,0,0,0,0
102,'2020/03/24 23:38:20:066',1,0.547088,-0.413145,0.142635,0.003616,0.459978,0.263683,0.207784,0,0,0,0,0,0,1,0,0,0,0,0
103,'2020/03/24 23:38:20:077',1,0.517626,-0.376658,0.182581,0.048721,0.447233,0.254914,0.231773,0,0,0,0,0,0,1,0,0,0,0,0
104,'2020/03/24 23:38:20:088',1,0.584506,-0.381329,0.170606,0.030538,0.479082,0.31813,0.224836,0,0,0,0,0,0,1,0,0,0,0,0
105,'2020/03/24 23:38:20:100',1,0.612972,-0.391607,0.109827,-0.003333,0.441641,0.301852,0.251306,0,0,0,0,0,0,1,0,0,0,0,0
106,'2020/03/24 23:38:20:113',1,0.597641,-0.379071,0.123901,0.022328,0.433045,0.259639,0.185126,0,0,0,0,0,0,1,0,0,0,0,0
107,'2020/03/24 23:38:20:114',1,0.597641,-0.379071,0.123901,0.022328,0.433045,0.259639,0.185126,0,0,0,0,0,0,1,0,0,0,0,0
108,'2020/03/24 23:38:20:130',1,0.574923,-0.378878,0.175884,0.024067,0.482472,0.315243,0.223256,0,0,0,0,0,0,1,0,0,0,0,0
109,'2020/03/24 23:38:20:136',1,0.544482,-0.401145,0.156046,-0.001175,0.472762,0.323435,0.226248,0,0,0,0,0,0,1,0,0,0,0,0
110,'2020/03/24 23:38:20:148',1,0.528321,-0.403865,0.079512,0.013837,0.446167,0.246556,0.160013,0,0,0,0,0,0,1,0,0,0,0,0
111,'2020/03/24 23:38:20:162',1,0.573528,-0.384772,0.130436,-0.006287,0.450214,0.292444,0.205612,0,0,0,0,0,0,1,0,0,0,0,0
112,'2020/03/24 23:38:20:171',1,0.555261,-0.402899,0.13735,-0.009883,0.455362,0.26235,0.20996,0,0,0,0,0,0,1,0,0,0,0,0
113,'2020/03/24 23:38:20:183',1,0.536591,-0.392223,0.172602,0.037394,0.437361,0.25384,0.222074,0,0,0,0,0,0,1,0,0,0,0,0
114,'2020/03/24 23:38:20:183',1,0.536591,-0.392223,0.172602,0.037394,0.437361,0.25384,0.222074,0,0,0,0,0,0,1,0,0,0,0,0
115,'2020/03/24 23:38:20:197',1,0.541747,-0.387294,0.166949,0.050364,0.487988,0.296297,0.21227,0,0,0,0,0,0,1,0,0,0,0,0
116,'2020/03/24 23:38:20:206',1,0.606939,-0.377566,0.144847,-0.000542,0.452622,0.32027,0.280631,0,0,0,0,0,0,1,0,0,0,0,0
117,'2020/03/24 23:38:20:217',1,0.627739,-0.369943,0.110323,0.00991,0.432801,0.277296,0.184212,0,0,0,0,0,0,1,0,0,0,0,0
118,'2020/03/24 23:38:20:228',1,0.575898,-0.395714,0.152977,0.029234,0.470752,0.292901,0.223215,0,0,0,0,0,0,1,0,0,0,0,0
119,'2020/03/24 23:38:20:239',1,0.585616,-0.360396,0.188784,0.000435,0.458358,0.331505,0.236081,0,0,0,0,0,0,1,0,0,0,0,0
120,'2020/03/24 23:38:20:252',1,0.519449,-0.414277,0.108898,0.024116,0.483456,0.277566,0.174592,0,0,0,0,0,0,1,0,0,0,0,0
121,'2020/03/24 23:38:20:263',1,0.606212,-0.349667,0.118187,0.001034,0.420401,0.264216,0.170937,0,0,0,0,0,0,1,0,0,0,0,0
122,'2020/03/24 23:38:20:263',1,0.606212,-0.349667,0.118187,0.001034,0.420401,0.264216,0.170937,0,0,0,0,0,0,1,0,0,0,0,0
123,'2020/03/24 23:38:20:277',1,0.56775,-0.392296,0.141731,-0.003284,0.455742,0.270867,0.214912,0,0,0,0,0,0,1,0,0,0,0,0
124,'2020/03/24 23:38:20:286',1,0.552138,-0.405946,0.159293,0.026751,0.451065,0.260069,0.208518,0,0,0,0,0,0,1,0,0,0,0,0
125,'2020/03/24 23:38:20:309',1,0.600044,-0.370575,0.169374,0.006109,0.462947,0.333144,0.271933,0,0,0,0,0,0,1,0,0,0,0,0
126,'2020/03/24 23:38:20:309',1,0.600044,-0.370575,0.169374,0.006109,0.462947,0.333144,0.271933,0,0,0,0,0,0,1,0,0,0,0,0
127,'2020/03/24 23:38:20:321',1,0.628801,-0.377447,0.100838,-0.00102,0.438245,0.294041,0.20899,0,0,0,0,0,0,1,0,0,0,0,0
128,'2020/03/24 23:38:20:333',1,0.568118,-0.403609,0.13043,0.026621,0.445285,0.263282,0.2064,0,0,0,0,0,0,1,0,0,0,0,0
129,'2020/03/24 23:38:20:333',1,0.568118,-0.403609,0.13043,0.026621,0.445285,0.263282,0.2064,0,0,0,0,0,0,1,0,0,0,0,0
130,'2020/03/24 23:38:20:347',1,0.58965,-0.358994,0.192202,0.007968,0.462032,0.323406,0.225569,0,0,0,0,0,0,1,0,0,0,0,0
131,'2020/03/24 23:38:20:379',1,0.562754,-0.397097,0.134095,-0.004574,0.453027,0.281763,0.218705,0,0,0,0,0,0,1,0,0,0,0,0
132,'2020/03/24 23:38:20:379',1,0.562754,-0.397097,0.134095,-0.004574,0.453027,0.281763,0.218705,0,0,0,0,0,0,1,0,0,0,0,0
133,'2020/03/24 23:38:20:379',1,0.562754,-0.397097,0.134095,-0.004574,0.453027,0.281763,0.218705,0,0,0,0,0,0,1,0,0,0,0,0
134,'2020/03/24 23:38:20:393',1,0.549359,-0.411152,0.147013,0.009355,0.461675,0.264826,0.207792,0,0,0,0,0,0,1,0,0,0,0,0
135,'2020/03/24 23:38:20:394',1,0.549359,-0.411152,0.147013,0.009355,0.461675,0.264826,0.207792,0,0,0,0,0,0,1,0,0,0,0,0
136,'2020/03/24 23:38:20:403',1,0.515921,-0.375044,0.182777,0.050545,0.451052,0.256139,0.231627,0,0,0,0,0,0,1,0,0,0,0,0
137,'2020/03/24 23:38:20:418',1,0.589505,-0.37898,0.171523,0.026343,0.477238,0.321847,0.230114,0,0,0,0,0,0,1,0,0,0,0,0
138,'2020/03/24 23:38:20:426',1,0.614367,-0.391766,0.106241,-0.004174,0.43961,0.299358,0.244811,0,0,0,0,0,0,1,0,0,0,0,0
139,'2020/03/24 23:38:20:438',1,0.590557,-0.383394,0.124653,0.023166,0.433356,0.258072,0.187446,0,0,0,0,0,0,1,0,0,0,0,0
140,'2020/03/24 23:38:20:458',1,0.575696,-0.376133,0.178234,0.021354,0.480985,0.316866,0.223152,0,0,0,0,0,0,1,0,0,0,0,0
141,'2020/03/24 23:38:20:461',1,0.575696,-0.376133,0.178234,0.021354,0.480985,0.316866,0.223152,0,0,0,0,0,0,1,0,0,0,0,0
142,'2020/03/24 23:38:20:543',1,0.624191,-0.370299,0.112582,0.011851,0.432069,0.27372,0.182277,0,0,0,0,0,0,1,0,0,0,0,0
143,'2020/03/24 23:38:20:543',1,0.624191,-0.370299,0.112582,0.011851,0.432069,0.27372,0.182277,0,0,0,0,0,0,1,0,0,0,0,0
144,'2020/03/24 23:38:20:544',1,0.624191,-0.370299,0.112582,0.011851,0.432069,0.27372,0.182277,0,0,0,0,0,0,1,0,0,0,0,0
145,'2020/03/24 23:38:20:544',1,0.624191,-0.370299,0.112582,0.011851,0.432069,0.27372,0.182277,0,0,0,0,0,0,1,0,0,0,0,0
146,'2020/03/24 23:38:20:546',1,0.624191,-0.370299,0.112582,0.011851,0.432069,0.27372,0.182277,0,0,0,0,0,0,1,0,0,0,0,0
147,'2020/03/24 23:38:20:546',1,0.624191,-0.370299,0.112582,0.011851,0.432069,0.27372,0.182277,0,0,0,0,0,0,1,0,0,0,0,0
148,'2020/03/24 23:38:20:546',1,0.624191,-0.370299,0.112582,0.011851,0.432069,0.27372,0.182277,0,0,0,0,0,0,1,0,0,0,0,0
149,'2020/03/24 23:38:20:547',1,0.624191,-0.370299,0.112582,0.011851,0.432069,0.27372,0.182277,0,0,0,0,0,0,1,0,0,0,0,0
150,'2020/03/24 23:38:20:547',1,0.624191,-0.370299,0.112582,0.011851,0.432069,0.27372,0.182277,0,0,0,0,0,0,1,0,0,0,0,0
151,'2020/03/24 23:38:20:583',1,0.520418,-0.412496,0.104686,0.023689,0.478911,0.272258,0.17137,0,0,0,0,0,0,1,0,0,0,0,0
152,'2020/03/24 23:38:20:583',1,0.520418,-0.412496,0.104686,0.023689,0.478911,0.272258,0.17137,0,0,0,0,0,0,1,0,0,0,0,0
153,'2020/03/24 23:38:20:583',1,0.520418,-0.412496,0.104686,0.023689,0.478911,0.272258,0.17137,0,0,0,0,0,0,1,0,0,0,0,0
154,'2020/03/24 23:38:20:584',1,0.520418,-0.412496,0.104686,0.023689,0.478911,0.272258,0.17137,0,0,0,0,0,0,1,0,0,0,0,0
155,'2020/03/24 23:38:20:594',1,0.520418,-0.412496,0.104686,0.023689,0.478911,0.272258,0.17137,0,0,0,0,0,0,1,0,0,0,0,0
156,'2020/03/24 23:38:20:604',1,0.520418,-0.412496,0.104686,0.023689,0.478911,0.272258,0.17137,0,0,0,0,0,0,1,0,0,0,0,0
157,'2020/03/24 23:38:20:616',1,0.520418,-0.412496,0.104686,0.023689,0.478911,0.272258,0.17137,0,0,0,0,0,0,1,0,0,0,0,0
158,'2020/03/24 23:38:20:634',1,0.59778,-0.372565,0.166604,0.004367,0.461806,0.333885,0.278376,0,0,0,0,0,0,1,0,0,0,0,0
159,'2020/03/24 23:38:20:635',1,0.59778,-0.372565,0.166604,0.004367,0.461806,0.333885,0.278376,0,0,0,0,0,0,1,0,0,0,0,0
160,'2020/03/24 23:38:20:658',1,0.569158,-0.403848,0.132933,0.027473,0.449212,0.267058,0.209806,0,0,0,0,0,0,1,0,0,0,0,0
161,'2020/03/24 23:38:20:659',1,0.569158,-0.403848,0.132933,0.027473,0.449212,0.267058,0.209806,0,0,0,0,0,0,1,0,0,0,0,0
162,'2020/03/24 23:38:20:670',1,0.590968,-0.357424,0.193235,0.006483,0.459618,0.325149,0.227693,0,0,0,0,0,0,1,0,0,0,0,0
163,'2020/03/24 23:38:20:693',1,0.556638,-0.382021,0.070173,-0.001331,0.400394,0.236228,0.164741,0,0,0,0,0,0,1,0,0,0,0,0
164,'2020/03/24 23:38:20:693',1,0.556638,-0.382021,0.070173,-0.001331,0.400394,0.236228,0.164741,0,0,0,0,0,0,1,0,0,0,0,0
165,'2020/03/24 23:38:20:694',1,0.556638,-0.382021,0.070173,-0.001331,0.400394,0.236228,0.164741,0,0,0,0,0,0,1,0,0,0,0,0
166,'2020/03/24 23:38:20:705',1,0.562765,-0.397517,0.134571,-0.004135,0.453461,0.280102,0.219099,0,0,0,0,0,0,1,0,0,0,0,0
